data,player,language,publishedAt
"alonso weiss finale kommt gewinnt fruhere welt europameister trainer schaffen einzug halbfinale klappen fur donnerstag hofft nationalspieler einsatz argentinischen weltmeisters hinspiel oberschenkelproblemen ausgewechselt wurde mittwoch erstmals trainierte ,,wir mussen sehen darauf reagiert deshalb fallt entscheidung donnerstag"" sagte rolfes ,,aber ware wichtig spielen konnte letzten wochen dominante rolle eingenommen derweil bayer explizit fur mogliches elfmeterschiessen trainiert ,,man naturlich vorbereitet sein"" sagte sportchef ,,wir versuchen minuten moglichkeit weiterzukommen dpa",exequiel palacios,de,2023-04-19T13:04:13Z
leverkusen spielt saint gilles ruckspiel verstecken viertelfinal ruckspiel europa league union saint gilloise mochte bayer nicht karten schauen lassen fragezeichen adli daher wahlweise gestrichen gesetzt bayer macht geheimnis adli adlis einsatz unmittelbar abschlusstraining stand alonso zusammen assistenten rasen bay arena zusammen ehe argentinier wenigen minuten kollegen gesellte einheit begann mittelfeldspieler hinspiel verletzung hinteren oberschenkelmuskulatur erlitten donnerstag lotto park anderlecht mitspielen gesichert schliesslich jahrige dienstag nicht mannschaft trainieren konnen leichte traben sowie kreisspiel aufwarmen lassen nicht irgendeine erkenntnis effekt teilnahme fur offentlichkeit einsehbaren minuten fall union saint gilloise nicht vollig sicher sechser ausfallen trainingsversuch handelte sechs tage verletzung davon auszugehen statement simon rolfes zeilen nicht frei skepsis idealfall naturlich fit sagte geschaftsfuhrer wirklich aufklaren heute trainiert schonmal bisschen ware naturlich gut spielen mussen sehen aufs training reagiert daher gibt entscheidung morgen trainingsversuch startelf berufen ware zumindest riskant zudem gutes signal fur demirbay weltmeister zuletzt zweimal mehr ordentlich vertrat vieles spricht dafur personalie teil leverkusener euro pokers ruckspiel belgien schliesslich bayer zweite karte showdown nicht aufdecken daddelte adli abseits mannschaft ball herum wahrend kollegen kreisspiel vergnugten danach begab franzosische angreifer alonso sonntag wolfsburg fast minuten lang fur saint gilles partie geschont quer uber platz richtung kabine verletzung einsatz donnerstag gefahrdet nein adli dabei sagte rolfes uberraschend brustton uberzeugung warum trainierte jahrige stelle sardar azmoun richtiger mittelsturmer fur flinken tiefenlaufer startelf rucken wurde nicht,exequiel palacios,de,2023-04-19T13:26:02Z
"zuschauer rande abschluss trainings adli trainer alonso gibt zwei dicke fragezeichen bayer leverkusen vorm viertelfinal ruckspiel europa league donnerstag uhr rtl union saint gilloise weltmeister adli wackeln leverkusens trainer alonso neben sport boss simon rolfes ,,im idealfall fit ware naturlich gut spielen konnte letzten wochen hervorragend gespielt dominante rolle eingenommen brussel fahrt ,,ist ziel"" erklarte rolfes rande abschluss trainings bayarena mittwochabend brussel sagte alonso pressekonferenz uber ,,bei mussen donnerstag entscheiden geht hoffnung besteht adli",exequiel palacios,de,2023-04-19T13:28:22Z
sportchef simon rolfes bayer leverkusen sieht trainer alonso besonderes pfund kampf einzug halbfinale europa league paar halbfinals erreicht karriere sagte rolfes tag viertelfinal ruckspiel union saint gilloise donnerstag uhr rtl erfahrung worauf ankommt langen saison hoher belastung strategie willen fokussierung darauf mentale frische behalten verkorpern wenige alonso wurde fussball profi weltmeister zweimal europameister zweimal champions league sieger fur donnerstag hofft nationalspieler einsatz argentinischen weltmeisters hinspiel oberschenkelproblemen ausgewechselt wurde mittwoch erstmals trainierte mussen sehen darauf reagiert deshalb fallt entscheidung donnerstag sagte rolfes ware wichtig spielen konnte letzten wochen dominante rolle eingenommen alonso abend brussel presse trat einsatz offen adli morgentraining vorzeitig beendet sei sicher dabei derweil bayer explizit fur mogliches elfmeterschiessen trainiert naturlich vorbereitet sagte sportchef versuchen minuten moglichkeit weiterzukommen,exequiel palacios,de,2023-04-19T18:22:52Z
sportchef simon rolfes bayer leverkusen sieht trainer alonso besonderes pfund kampf einzug halbfinale europa league fur donnerstag hofft nationalspieler einsatz argentinischen weltmeisters hinspiel oberschenkelproblemen ausgewechselt wurde mittwoch erstmals trainierte mussen sehen darauf reagiert deshalb fallt entscheidung donnerstag sagte rolfes ware wichtig spielen konnte letzten wochen dominante rolle eingenommen alonso abend brussel presse trat einsatz offen adli morgentraining vorzeitig beendet sei sicher dabei derweil bayer explizit fur mogliches elfmeterschiessen trainiert naturlich vorbereitet sagte sportchef versuchen minuten moglichkeit weiterzukommen,exequiel palacios,de,2023-04-19T18:24:58Z
alonso abschlusstraining spiel saint gilloise bayer trainer alonso abschlusstraining alonso konnte xadbayarena tag replik fur gewinn uefa cups ansehen steht vitrine eingang vip west bayer leverkusen adli fraglich fur viertelfinal ruckspiel europa league hochsten tonen lobte wolfsburgs trainer niko kovac bayer leverkusen,exequiel palacios,de,2023-04-20T08:45:39Z
bayer leverkusen kampf einzug halbfinale europa league argentinischen weltmeister verzichten mittelfeldspieler viertelfinal hinspiel union saint gilloise oberschenkelverletzung pause ausgewechselt worden wurde nicht rechtzeitig fur ruckspiel brussel fit steht nicht kader mittwoch training zuruckgekehrt adli training mittwoch vorzeitig beenden sitzt zumindest bank gegenuber hinspiel beiden einzigen anderungen leverkusens startelf dafur beginnen amiri adam hlozek belgier nehmen gegenuber partie vergangenen donnerstag notgedrungenen wechsel japaner koki machida ersetzt gesperrten siebe van heyden abwehr informationen spiel uefa com,exequiel palacios,de,2023-04-20T18:05:24Z
content jubel bayer leverkusen uber fuhrung saint gilloise schnelle tor sorgte dafur bayer hinspiel verletzten weltmeister zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe bakker ball vorbei acht minuten pause spielte bayer uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke bakker langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen,exequiel palacios,de,2023-04-20T19:07:00Z
diaby leverkusens schutze bakker besorgt feiern zusammen argerlich fur bayer trainer alonso weltmeister fehlt wegen oberschenkel problemen bayern beben champions league dfb pokal sowie vorausgeg,exequiel palacios,de,2023-04-20T20:50:39Z
besser fur bayer leverkusen kaum laufen ruckspiel union saint gilloise geht werkself sekunden fuhrung lasst danach nichts anbrennen steht erstmals seit europapokal halbfinale schnelle tor sorgte dafur bayer hinspiel verletzten weltmeister zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe bakker ball vorbei acht minuten pause spielte bayer uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke bakker langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen,exequiel palacios,de,2023-04-20T20:51:25Z
leverkusener profis tanzten fans rund metern schaute trainer alonso voller stolz deutschlands letzte titel hoffnung europa heisst bayer statt bayern werkself erreichte uber weite strecken titelreifen leistung einziger fussball bundesligist halbfinale europacup wettbewerbs darf titel seit jahren traumen fall sei ganz grosser tag sagte andrich rtl lobte anhanger happy ding heute gezogen schnelle tor sorgte dafur bayer hinspiel verletzten weltmeister zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe bakker ball vorbei acht minuten pause spielte bayer uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke bakker langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen,exequiel palacios,de,2023-04-20T20:54:03Z
kapitan lukas hradecky stand mehr halbe stunde schlusspfiff journalisten dachte frohlockend daruber viele bier gleich dreistundigen busfahrt hause erlaubt wurden plotzlich rief club chef fernando carro rasen musst rauskommen wahnsinn sagte carro rund fans bayer leverkusen sangen immer dauerschleife forderten feierten halbfinal einzug europa league spieler einzeln,exequiel palacios,de,2023-04-20T20:54:23Z
letzte deutsche titel hoffnung europa heisst bayer statt bayern bayer leverkusen uber weite strecken titelreifen leistung einziger bundesligist halbfinale europacup wettbewerbs erreicht darf titel seit jahren traumen zwei tage bayern munchen champions league erreichte werkself viertelfinal ruckspiel union saint gilloise vorschlussrunde europa league schnelle tor sorgte dafur bayer hinspiel verletzten weltmeister zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe bakker ball vorbei acht minuten pause spielte bayer uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke bakker langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen,exequiel palacios,de,2023-04-20T20:55:54Z
warum sehe faz net nicht schnelle tor sorgte dafur bayer hinspiel verletzten weltmeister zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe bakker ball vorbei acht minuten pause spielte bayer uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke bakker langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen,exequiel palacios,de,2023-04-20T21:02:06Z
torschutzen diaby links treffer fur leverkusen gratuliert bakker treffer ausscheiden bayern champions league bayer letzte deutsche hoffnung europapokal mussen hochstem level performen halbfinale minuten erreichen alonso partie angekundigt hinspiel angeschlagene argentinische weltmeister verlor wettlauf zeit stand nicht kader sturmer adli nahm zunachst bank xaplatz spektakulare trainerwechsel bayern saison nicht gerettet bereits thomas tuchel beschadigt dennoch fehlt fantasie jemand dafur verantwortung ubernehmen wurde spannend,exequiel palacios,de,2023-04-20T21:15:24Z
vorjahr gewann frankfurt europa league konnte leverkusen titel deutschland holen saint gilles zieht werkself halbfinale schnelle tor sorgte dafur bayer hinspiel verletzten weltmeister zweiten minute defensiv mehr arbeit verrichten mussten belgier rannten all korperlichkeit werkself stemmte dagegen hoffte konter kamen durchaus minuten diaby schonem pass wirtz erhohen konnen verzog knapp sechs minuten spater trat hlozek hereingabe bakker ball vorbei acht minuten pause spielte bayer uberragenden angriff sehenswert doppelpass diaby wirtz diesmal mittelfeld diaby zog bediente hlozek flanke bakker langen eck volley verwertete saint gilles kam pause bestenfalls paar halbchancen,exequiel palacios,de,2023-04-20T21:20:28Z
"party fans bayer profis diaby lukas hradecky wirtz karim bellarabi hincapie tah amiri anstelle angeschlagenen beginnen wurde uberraschte viele wohl belgier offensive wenig akzente dafur enormer einsatz fur mannschaft note bakker monster spiel niederlanders volley abnahme setzte union keeper moris derart druck frimpong ball ,,auflegte"" leitete bakker mehr geht nicht bester auftritt bayer trikot weltklasse note",exequiel palacios,de,2023-04-21T07:56:02Z
leverkusen strebt halbfinaleinzug liga grosses bangen tapsoba leichte hoffnung zumindest saint gilles wegen oberschenkelverletzung erwartungsgemass fehlte nachdem mittwoch trainingsversuch unternommen gibt chance spielen glaubt alonso mussen sonntag abwarten ruckkehr aggressiven sechsers tapsoba zuletzt saule bayer spiels konnten diverse uberlegungen trainers abhangen zentrum abwehr defensiven mittelfeld personell taktisch zusammenstellt,exequiel palacios,de,2023-04-21T11:11:25Z
analyse niederlage bayer leverkusen sturz champions league platzen kam leipzigs marco rose immer selben schluss lauft ubergriff galligkeit gier zug tor sagte rose sonntagabend,exequiel palacios,de,2023-04-23T14:52:22Z
leverkusen darf union berlin wirtz tapsoba hoffen alonso amiri verkaufskandidaten wichtigen alternative geworden torschutze endstand leipzig pendelt leverkusen trotzdem extremen amiri trifft punkt fur leverkusen leipzig amiri strahlte dabei starke derzeit nahezu akteure kader fuhlen fuhrt werksklub sogar ausfall vier absoluten leistungstragern ubertunchen konnte fehlten neben langzeitverletzten mittelsturmer patrik schick muskular angeschlagenen sechser kurzfristig innenverteidiger edmond tapsoba muskulare probleme ideengeber wirtz magen darm infekt komplette achse naturlich flo eddie pala patrik super spieler viele super spieler kader heute gut ausgeglichen sieht mannschat flow eigentlich spielen lassen kannst ordnete amiri donnerstag sieg union saint gilloise viertelfinal ruckspiel europa league fur startelf geruckt bayers fahigkeit ausfalle entscheidender akteure kompensieren passt zumindest saison extreme joker amiri sonntag pendelte treffer anschliessenden jubel zaun fans sah gelbe karte fehlt somit wochenende union berlin amiri verkraften trainer alonso partie leipzig aussicht stellte wirtz tapsoba woche training zuruckkehren sollten amiri einsatzchancen sperre reduziert fruhere nationalspieler einsatze nachfolgenden partien empfehlen mussen vertrag lauft sommer verlangern verkaufen lautet frage fur klub sommer entschieden nichts klar scheint extrem einsatzfreudige amiri egal leverkusen woanders finanzielle abstriche wechsel hoffenheim leverkusen sommer gut dotiertes arbeitspapier erhielt spieler sieht situation locker zukunftsplanung betrifft offen tiefenentspannt erklart verriet zuletzt ganz sorgen machte dortmund spiel lange adduktorenprobleme einfach froh gesund sagte kampfer zwischendrin hiess vielleicht saison fur zumindest negative extrem blieb letztlich erspart,exequiel palacios,de,2023-04-24T09:41:34Z
